# 48 48 1 Gamma
-2.09121686 -2.08218680 -2.05548302 -2.01854593 -2.01617623 -2.06762074 -2.10375379 -2.10322428 -2.09829977 -2.08614459 -2.06338223 -2.02751157 -1.97879044 -1.92038964 -1.85704417 -1.79459636 -1.74270047 -1.68928830 -1.55736379 -1.50588269 -1.45984183 -1.42199737 -1.39395407 -1.37671650 -1.37091208 -1.37671650 -1.39395407 -1.42199737 -1.45984183 -1.50588269 -1.55736379 -1.68928830 -1.74270047 -1.79459636 -1.85704417 -1.92038964 -1.97879044 -2.02751157 -2.06338223 -2.08614459 -2.09829977 -2.10322428 -2.10375379 -2.06762074 -2.01617623 -2.01854593 -2.05548302 -2.08218680
-2.08218680 -2.08218680 -2.06363686 -2.02777421 -1.99643176 -2.02076567 -2.05789189 -2.07512402 -2.07903668 -2.07394308 -2.05940128 -2.03342400 -1.99402816 -1.94088956 -1.87753416 -1.80931728 -1.74285269 -1.68950036 -1.62908016 -1.55608254 -1.49534166 -1.44388046 -1.39717308 -1.34944078 -1.31193709 -1.31193709 -1.34944078 -1.39717308 -1.44388046 -1.49534166 -1.55608254 -1.62908016 -1.68950036 -1.74285269 -1.80931728 -1.87753416 -1.94088956 -1.99402816 -2.03342400 -2.05940128 -2.07394308 -2.07903668 -2.07512402 -2.05789189 -2.02076567 -1.99643176 -2.02777421 -2.06363686
-2.05548302 -2.06363686 -2.05548302 -2.02777421 -1.98683368 -1.97935667 -2.00869363 -2.03044895 -2.04091277 -2.04248781 -2.03541157 -2.01860002 -1.98979651 -1.94507598 -1.88287206 -1.80822354 -1.73056735 -1.68333987 -1.65366369 -1.60655820 -1.54197835 -1.47172355 -1.39686566 -1.31755143 -1.25089020 -1.22429250 -1.25089020 -1.31755143 -1.39686566 -1.47172355 -1.54197835 -1.60655820 -1.65366369 -1.68333987 -1.73056735 -1.80822354 -1.88287206 -1.94507598 -1.98979651 -2.01860002 -2.03541157 -2.04248781 -2.04091277 -2.03044895 -2.00869363 -1.97935667 -1.98683368 -2.02777421
-2.01854593 -2.02777421 -2.02777421 -2.01854593 -1.99643176 -1.97935667 -1.98539125 -1.99714090 -2.00539682 -2.00850586 -2.00551539 -1.99496102 -1.97450370 -1.93900014 -1.88074213 -1.80185789 -1.72014962 -1.68596655 -1.66110841 -1.62186141 -1.56205832 -1.48313124 -1.38856995 -1.28488791 -1.18996014 -1.13138566 -1.13138566 -1.18996014 -1.28488791 -1.38856995 -1.48313124 -1.56205832 -1.62186141 -1.66110841 -1.68596655 -1.72014962 -1.80185789 -1.88074213 -1.93900014 -1.97450370 -1.99496102 -2.00551539 -2.00850586 -2.00539682 -1.99714090 -1.98539125 -1.97935667 -1.99643176
-2.01617623 -1.99643176 -1.98683368 -1.99643176 -2.01617623 -2.02076567 -2.00869363 -1.99714090 -1.98985542 -1.98477453 -1.97903736 -1.96982114 -1.95413017 -1.92655054 -1.87488570 -1.79436635 -1.71921065 -1.69423979 -1.66744757 -1.62575513 -1.56315448 -1.47791620 -1.37152439 -1.25019661 -1.13003285 -1.03796841 -1.00287928 -1.03796841 -1.13003285 -1.25019661 -1.37152439 -1.47791620 -1.56315448 -1.62575513 -1.66744757 -1.69423979 -1.71921065 -1.79436635 -1.87488570 -1.92655054 -1.95413017 -1.96982114 -1.97903736 -1.98477453 -1.98985542 -1.99714090 -2.00869363 -2.02076567
-2.06762074 -2.02076567 -1.97935667 -1.97935667 -2.02076567 -2.06762074 -2.05789189 -2.03044895 -2.00539682 -1.98477453 -1.96779421 -1.95232114 -1.93522478 -1.91131046 -1.86694799 -1.78810782 -1.72929548 -1.70579764 -1.67441808 -1.62697415 -1.55830257 -1.46605449 -1.35006134 -1.21458822 -1.07269383 -0.94853335 -0.87399699 -0.87399699 -0.94853335 -1.07269383 -1.21458822 -1.35006134 -1.46605449 -1.55830257 -1.62697415 -1.67441808 -1.70579764 -1.72929548 -1.78810782 -1.86694799 -1.91131046 -1.93522478 -1.95232114 -1.96779421 -1.98477453 -2.00539682 -2.03044895 -2.05789189
-2.10375379 -2.05789189 -2.00869363 -1.98539125 -2.00869363 -2.05789189 -2.10375379 -2.07512402 -2.04091277 -2.00850586 -1.97903736 -1.95232114 -1.92696989 -1.89957028 -1.85852885 -1.78472605 -1.74452301 -1.71893051 -1.68187916 -1.62775067 -1.55231925 -1.45277080 -1.32787400 -1.18031248 -1.01992385 -0.86700575 -0.75228588 -0.70894805 -0.75228588 -0.86700575 -1.01992385 -1.18031248 -1.32787400 -1.45277080 -1.55231925 -1.62775067 -1.68187916 -1.71893051 -1.74452301 -1.78472605 -1.85852885 -1.89957028 -1.92696989 -1.95232114 -1.97903736 -2.00850586 -2.04091277 -2.07512402
-2.10322428 -2.07512402 -2.03044895 -1.99714090 -1.99714090 -2.03044895 -2.07512402 -2.10322428 -2.07903668 -2.04248781 -2.00551539 -1.96982114 -1.93522478 -1.89957028 -1.85429800 -1.78488849 -1.75891970 -1.73153611 -1.68911107 -1.62866922 -1.54694527 -1.44049830 -1.30737210 -1.14930397 -0.97356750 -0.79596565 -0.64384420 -0.55321896 -0.55321896 -0.64384420 -0.79596565 -0.97356750 -1.14930397 -1.30737210 -1.44049830 -1.54694527 -1.62866922 -1.68911107 -1.73153611 -1.75891970 -1.78488849 -1.85429800 -1.89957028 -1.93522478 -1.96982114 -2.00551539 -2.04248781 -2.07903668
-2.09829977 -2.07903668 -2.04091277 -2.00539682 -1.98985542 -2.00539682 -2.04091277 -2.07903668 -2.09829977 -2.07394308 -2.03541157 -1.99496102 -1.95413017 -1.91131046 -1.85852885 -1.78488849 -1.76538164 -1.74012143 -1.69475856 -1.62964553 -1.54292569 -1.43055050 -1.29022973 -1.12311058 -0.93465177 -0.73688706 -0.55227598 -0.41494277 -0.36325071 -0.41494277 -0.55227598 -0.73688706 -0.93465177 -1.12311058 -1.29022973 -1.43055050 -1.54292569 -1.62964553 -1.69475856 -1.74012143 -1.76538164 -1.78488849 -1.85852885 -1.91131046 -1.95413017 -1.99496102 -2.03541157 -2.07394308
-2.08614459 -2.07394308 -2.04248781 -2.00850586 -1.98477453 -1.98477453 -2.00850586 -2.04248781 -2.07394308 -2.08614459 -2.05940128 -2.01860002 -1.97450370 -1.92655054 -1.86694799 -1.78472605 -1.75891970 -1.74012143 -1.69694016 -1.63026338 -1.54040039 -1.42355435 -1.27737663 -1.10276613 -0.90403438 -0.69022509 -0.47879742 -0.29959072 -0.19315660 -0.19315660 -0.29959072 -0.47879742 -0.69022509 -0.90403438 -1.10276613 -1.27737663 -1.42355435 -1.54040039 -1.63026338 -1.69694016 -1.74012143 -1.75891970 -1.78472605 -1.86694799 -1.92655054 -1.97450370 -2.01860002 -2.05940128
