# 48 48 1 Gamma
-3.17764232 -3.17742335 -3.17677600 -3.17585210 -3.17466915 -3.17340703 -3.17219743 -3.17110315 -3.17023630 -3.16956233 -3.16899479 -3.15426428 -3.04610876 -2.91013500 -2.73654466 -2.51593960 -2.24452886 -1.92589985 -1.56830679 -1.18112261 -0.77423393 -0.35963866 0.04343212 0.39056796 0.55302691 0.39056796 0.04343212 -0.35963866 -0.77423393 -1.18112261 -1.56830679 -1.92589985 -2.24452886 -2.51593960 -2.73654466 -2.91013500 -3.04610876 -3.15426428 -3.16899479 -3.16956233 -3.17023630 -3.17110315 -3.17219743 -3.17340703 -3.17466915 -3.17585210 -3.17677600 -3.17742335
-3.17742335 -3.17742335 -3.17764788 -3.17814231 -3.17814825 -3.17759622 -3.17668196 -3.17558353 -3.17443928 -3.17318492 -3.17140531 -3.16370269 -3.09020977 -2.96862439 -2.81205196 -2.61223009 -2.36345892 -2.06638755 -1.72718492 -1.35428895 -0.95685343 -0.54523727 -0.13388362 0.24945788 0.52856891 0.52856891 0.24945788 -0.13388362 -0.54523727 -0.95685343 -1.35428895 -1.72718492 -2.06638755 -2.36345892 -2.61223009 -2.81205196 -2.96862439 -3.09020977 -3.16370269 -3.17140531 -3.17318492 -3.17443928 -3.17558353 -3.17668196 -3.17759622 -3.17814825 -3.17814231 -3.17764788
-3.17677600 -3.17764788 -3.17677600 -3.17814231 -3.18156573 -3.18456547 -3.18620677 -3.18652077 -3.18574207 -3.18393094 -3.18011458 -3.16725829 -3.10817518 -2.99876829 -2.85247253 -2.66509342 -2.43219656 -2.15336377 -1.83251726 -1.47600392 -1.09149095 -0.68770332 -0.27597517 0.12487860 0.47092709 0.63342576 0.47092709 0.12487860 -0.27597517 -0.68770332 -1.09149095 -1.47600392 -1.83251726 -2.15336377 -2.43219656 -2.66509342 -2.85247253 -2.99876829 -3.10817518 -3.16725829 -3.18011458 -3.18393094 -3.18574207 -3.18652077 -3.18620677 -3.18456547 -3.18156573 -3.17814231
-3.17585210 -3.17814231 -3.17814231 -3.17585210 -3.17814825 -3.18456547 -3.19167051 -3.19720014 -3.20014067 -3.20008553 -3.19542931 -3.17624388 -3.11533130 -3.01208358 -2.87140707 -2.69036113 -2.46662724 -2.20041550 -1.89446196 -1.55323528 -1.18247062 -0.78908083 -0.38193717 0.02548966 0.40631343 0.68516216 0.68516216 0.40631343 0.02548966 -0.38193717 -0.78908083 -1.18247062 -1.55323528 -1.89446196 -2.20041550 -2.46662724 -2.69036113 -2.87140707 -3.01208358 -3.11533130 -3.17624388 -3.19542931 -3.20008553 -3.20014067 -3.19720014 -3.19167051 -3.18456547 -3.17814825
-3.17466915 -3.17814825 -3.18156573 -3.17814825 -3.17466915 -3.17759622 -3.18620677 -3.19720014 -3.20757044 -3.21479181 -3.21486671 -3.18866558 -3.11971912 -3.01735192 -2.87885449 -2.70034480 -2.48105690 -2.22230584 -1.92661503 -1.59735403 -1.23865382 -0.85573063 -0.45535975 -0.04741000 0.35053454 0.69590127 0.85958631 0.69590127 0.35053454 -0.04741000 -0.45535975 -0.85573063 -1.23865382 -1.59735403 -1.92661503 -2.22230584 -2.48105690 -2.70034480 -2.87885449 -3.01735192 -3.11971912 -3.18866558 -3.21486671 -3.21479181 -3.20757044 -3.19720014 -3.18620677 -3.17759622
-3.17340703 -3.17759622 -3.18456547 -3.18456547 -3.17759622 -3.17340703 -3.17668196 -3.18652077 -3.20014067 -3.21479181 -3.22792550 -3.19958209 -3.12265445 -3.01925822 -2.88094274 -2.70289188 -2.48522041 -2.23024176 -1.94079608 -1.61968770 -1.27015671 -0.89609326 -0.50256345 -0.09684503 0.30898773 0.68958909 0.97090049 0.97090049 0.68958909 0.30898773 -0.09684503 -0.50256345 -0.89609326 -1.27015671 -1.61968770 -1.94079608 -2.23024176 -2.48522041 -2.70289188 -2.88094274 -3.01925822 -3.12265445 -3.19958209 -3.22792550 -3.21479181 -3.20014067 -3.18652077 -3.17668196
-3.17219743 -3.17668196 -3.18620677 -3.19167051 -3.18620677 -3.17668196 -3.17219743 -3.17558353 -3.18574207 -3.20008553 -3.21486671 -3.19958209 -3.12375368 -3.01982652 -2.88108372 -2.70258065 -2.48497277 -2.23148999 -1.94527981 -1.62914426 -1.28580885 -0.91832544 -0.53052257 -0.12780803 0.28131613 0.68072914 1.02959057 1.19726568 1.02959057 0.68072914 0.28131613 -0.12780803 -0.53052257 -0.91832544 -1.28580885 -1.62914426 -1.94527981 -2.23148999 -2.48497277 -2.70258065 -2.88108372 -3.01982652 -3.12375368 -3.19958209 -3.21486671 -3.20008553 -3.18574207 -3.17558353
-3.17110315 -3.17558353 -3.18652077 -3.19720014 -3.19720014 -3.18652077 -3.17558353 -3.17110315 -3.17443928 -3.18393094 -3.19542931 -3.18866558 -3.12265445 -3.01982652 -2.88096186 -2.70187384 -2.48370614 -2.23035338 -1.94543350 -1.63189281 -1.29227891 -0.92915158 -0.54555574 -0.14552416 0.26478033 0.67458803 1.06012245 1.34854031 1.34854031 1.06012245 0.67458803 0.26478033 -0.14552416 -0.54555574 -0.92915158 -1.29227891 -1.63189281 -1.94543350 -2.23035338 -2.48370614 -2.70187384 -2.88096186 -3.01982652 -3.12265445 -3.18866558 -3.19542931 -3.18393094 -3.17443928
-3.17023630 -3.17443928 -3.18574207 -3.20014067 -3.20757044 -3.20014067 -3.18574207 -3.17443928 -3.17023630 -3.17318492 -3.18011458 -3.17624388 -3.11971912 -3.01925822 -2.88108372 -2.70187384 -2.48312684 -2.22924021 -1.94442286 -1.63185740 -1.29411493 -0.93352971 -0.55263191 -0.15458762 0.25606795 0.67186204 1.07802657 1.43537786 1.61024433 1.43537786 1.07802657 0.67186204 0.25606795 -0.15458762 -0.55263191 -0.93352971 -1.29411493 -1.63185740 -1.94442286 -2.22924021 -2.48312684 -2.70187384 -2.88108372 -3.01925822 -3.11971912 -3.17624388 -3.18011458 -3.17318492
-3.16956233 -3.17318492 -3.18393094 -3.20008553 -3.21479181 -3.21479181 -3.20008553 -3.18393094 -3.17318492 -3.16956233 -3.17140531 -3.16725829 -3.11533130 -3.01735192 -2.88094274 -2.70258065 -2.48370614 -2.22924021 -1.94391039 -1.63131794 -1.29418590 -0.93478565 -0.55538622 -0.15855160 0.25223586 0.67163001 1.08992844 1.48479255 1.78439520 1.78439520 1.48479255 1.08992844 0.67163001 0.25223586 -0.15855160 -0.55538622 -0.93478565 -1.29418590 -1.63131794 -1.94391039 -2.22924021 -2.48370614 -2.70258065 -2.88094274 -3.01735192 -3.11533130 -3.16725829 -3.17140531
-3.16899479 -3.17140531 -3.18011458 -3.19542931 -3.21486671 -3.22792550 -3.21486671 -3.19542931 -3.18011458 -3.17140531 -3.16899479 -3.16370269 -3.10817518 -3.01208358 -2.87885449 -2.70289188 -2.48497277 -2.23035338 -1.94442286 -1.63131794 -1.29403649 -0.93493375 -0.55614925 -0.15991233 0.25100606 0.67263020 1.09828711 1.51431799 1.88335753 2.06780023 1.88335753 1.51431799 1.09828711 0.67263020 0.25100606 -0.15991233 -0.55614925 -0.93493375 -1.29403649 -1.63131794 -1.94442286 -2.23035338 -2.48497277 -2.70289188 -2.87885449 -3.01208358 -3.10817518 -3.16370269
-3.15426428 -3.16370269 -3.16725829 -3.17624388 -3.18866558 -3.19958209 -3.19958209 -3.18866558 -3.17624388 -3.16725829 -3.16370269 -3.15426428 -3.09020977 -2.99876829 -2.87140707 -2.70034480 -2.48522041 -2.23148999 -1.94543350 -1.63185740 -1.29418590 -0.93493375 -0.55626679 -0.16022228 0.25084232 0.67385708 1.10395650 1.53228934 1.93802646 2.25099683 2.25099683 1.93802646 1.53228934 1.10395650 0.67385708 0.25084232 -0.16022228 -0.55626679 -0.93493375 -1.29418590 -1.63185740 -1.94543350 -2.23148999 -2.48522041 -2.70034480 -2.87140707 -2.99876829 -3.09020977
-3.04610876 -3.09020977 -3.10817518 -3.11533130 -3.11971912 -3.12265445 -3.12375368 -3.12265445 -3.11971912 -3.11533130 -3.10817518 -3.09020977 -3.04610876 -2.96862439 -2.85247253 -2.69036113 -2.48105690 -2.23024176 -1.94527981 -1.63189281 -1.29411493 -0.93478565 -0.55614925 -0.16022228 0.25089802 0.67462735 1.10726278 1.54263773 1.96814360 2.34901685 2.54543745 2.34901685 1.96814360 1.54263773 1.10726278 0.67462735 0.25089802 -0.16022228 -0.55614925 -0.93478565 -1.29411493 -1.63189281 -1.94527981 -2.23024176 -2.48105690 -2.69036113 -2.85247253 -2.96862439
-2.91013500 -2.96862439 -2.99876829 -3.01208358 -3.01735192 -3.01925822 -3.01982652 -3.01982652 -3.01925822 -3.01735192 -3.01208358 -2.99876829 -2.96862439 -2.91013500 -2.81205196 -2.66509342 -2.46662724 -2.22230584 -1.94079608 -1.62914426 -1.29227891 -0.93352971 -0.55538622 -0.15991233 0.25084232 0.67462735 1.10834935 1.54739077 1.98331883 2.39735002 2.72565175 2.72565175 2.39735002 1.98331883 1.54739077 1.10834935 0.67462735 0.25084232 -0.15991233 -0.55538622 -0.93352971 -1.29227891 -1.62914426 -1.94079608 -2.22230584 -2.46662724 -2.66509342 -2.81205196
-2.73654466 -2.81205196 -2.85247253 -2.87140707 -2.87885449 -2.88094274 -2.88108372 -2.88096186 -2.88108372 -2.88094274 -2.87885449 -2.87140707 -2.85247253 -2.81205196 -2.73654466 -2.61223009 -2.43219656 -2.20041550 -1.92661503 -1.61968770 -1.28580885 -0.92915158 -0.55263191 -0.15855160 0.25100606 0.67385708 1.10726278 1.54739077 1.98793530 2.41728179 2.80741987 3.02593945 2.80741987 2.41728179 1.98793530 1.54739077 1.10726278 0.67385708 0.25100606 -0.15855160 -0.55263191 -0.92915158 -1.28580885 -1.61968770 -1.92661503 -2.20041550 -2.43219656 -2.61223009
-2.51593960 -2.61223009 -2.66509342 -2.69036113 -2.70034480 -2.70289188 -2.70258065 -2.70187384 -2.70187384 -2.70258065 -2.70289188 -2.70034480 -2.69036113 -2.66509342 -2.61223009 -2.51593960 -2.36345892 -2.15336377 -1.89446196 -1.59735403 -1.27015671 -0.91832544 -0.54555574 -0.15458762 0.25223586 0.67263020 1.10395650 1.54263773 1.98331883 2.41728179 2.82986176 3.18309035 3.18309035 2.82986176 2.41728179 1.98331883 1.54263773 1.10395650 0.67263020 0.25223586 -0.15458762 -0.54555574 -0.91832544 -1.27015671 -1.59735403 -1.89446196 -2.15336377 -2.36345892
-2.24452886 -2.36345892 -2.43219656 -2.46662724 -2.48105690 -2.48522041 -2.48497277 -2.48370614 -2.48312684 -2.48370614 -2.48497277 -2.48522041 -2.48105690 -2.46662724 -2.43219656 -2.36345892 -2.24452886 -2.06638755 -1.83251726 -1.55323528 -1.23865382 -0.89609326 -0.53052257 -0.14552416 0.25606795 0.67163001 1.09828711 1.53228934 1.96814360 2.39735002 2.80741987 3.18309035 3.47385459 3.18309035 2.80741987 2.39735002 1.96814360 1.53228934 1.09828711 0.67163001 0.25606795 -0.14552416 -0.53052257 -0.89609326 -1.23865382 -1.55323528 -1.83251726 -2.06638755
-1.92589985 -2.06638755 -2.15336377 -2.20041550 -2.22230584 -2.23024176 -2.23148999 -2.23035338 -2.22924021 -2.22924021 -2.23035338 -2.23148999 -2.23024176 -2.22230584 -2.20041550 -2.15336377 -2.06638755 -1.92589985 -1.72718492 -1.47600392 -1.18247062 -0.85573063 -0.50256345 -0.12780803 0.26478033 0.67186204 1.08992844 1.51431799 1.93802646 2.34901685 2.72565175 3.02593945 3.18309035 3.18309035 3.02593945 2.72565175 2.34901685 1.93802646 1.51431799 1.08992844 0.67186204 0.26478033 -0.12780803 -0.50256345 -0.85573063 -1.18247062 -1.47600392 -1.72718492
-1.56830679 -1.72718492 -1.83251726 -1.89446196 -1.92661503 -1.94079608 -1.94527981 -1.94543350 -1.94442286 -1.94391039 -1.94442286 -1.94543350 -1.94527981 -1.94079608 -1.92661503 -1.89446196 -1.83251726 -1.72718492 -1.56830679 -1.35428895 -1.09149095 -0.78908083 -0.45535975 -0.09684503 0.28131613 0.67458803 1.07802657 1.48479255 1.88335753 2.25099683 2.54543745 2.72565175 2.80741987 2.82986176 2.80741987 2.72565175 2.54543745 2.25099683 1.88335753 1.48479255 1.07802657 0.67458803 0.28131613 -0.09684503 -0.45535975 -0.78908083 -1.09149095 -1.35428895
